replicate	chromosome	window_pos_1	window_pos_2	dxy_new	dxy_new_multi	fst_hudson_new	fst_hudson_num_new	fst_hudson_den_new	fst_hudson_new_multi	fst_hudson_num_new_multi	fst_hudson_den_new_multi	fst_hudson_new_multi_fstbi	fst_hudson_num_new_multi_fstbi	fst_hudson_den_new_multi_fstbi
1	1	1	10000	0.062794787827473	0.072205538892415	0.24100515574553	110.06631184854	456.69691798942	0.2378935289065	128.3383187366	539.4779728836	0.24105295139259	110.49216672065	458.37300925926
1	1	10001	20000	0.073793809740555	0.086339018381427	0.31654024095816	169.1668654471	534.42451719577	0.31409661139908	202.80508624295	645.67740906085	0.31570015424195	169.47739940823	536.83027116402
1	1	20001	30000	0.066457512100195	0.078182820392823	0.23471094456446	113.16544339105	482.14813161376	0.23303517990859	136.70227768469	586.61648313492	0.2349842150028	114.28842331974	486.36638558201
1	1	30001	40000	0.067421050022309	0.077658960232877	0.24501492443039	120.58776217994	492.16496693122	0.24155411670857	141.02357924258	583.81774305556	0.24483613434315	121.07912846796	494.53128637566
1	1	40001	50000	0.065614355684841	0.078337136611184	0.2178981094953	104.08229398701	477.6649702381	0.21711768804321	128.38913764185	591.33430720899	0.21784396013905	104.38583128006	479.1770734127
1	1	50001	60000	0.071683808212145	0.084194015328923	0.2011161510601	105.62991493873	525.21845899471	0.20289805373275	129.59374154199	638.71357638889	0.20116382484385	105.93411546264	526.60619047619
1	1	60001	70000	0.073606575913004	0.085487041614269	0.26414596555211	141.59513910971	536.04884259259	0.2676415908663	171.79457027692	641.88293650794	0.26411893200019	141.59715523874	536.11134259259
1	1	70001	80000	0.064400719482093	0.076350493849266	0.25026120003256	116.53243290449	465.64322751323	0.24581249552952	140.36979004016	571.04416005291	0.24995271867542	116.98753238448	468.03864748677
1	1	80001	90000	0.064547354457626	0.076438671053393	0.19065774922146	88.987872131281	466.74143849206	0.18938360689381	108.58855176111	573.3788343254	0.19050378905832	89.307178433551	468.79476190476
1	1	90001	100000	0.059936624072547	0.070772753539087	0.20142010932911	86.79817819188	430.93104497354	0.2039893631459	107.02024116619	524.63638062169	0.20142170936948	86.931050695721	431.58729497354
2	1	1	10000	0.070724642595216	0.082766583568965	0.25379821489356	129.17812309574	508.97963624339	0.25525711271733	157.4601858527	616.86894510582	0.25524355199709	130.73202249893	512.18540674603
2	1	10001	20000	0.066443034994633	0.079808652822539	0.20226877835864	96.132493656035	475.27104497354	0.20075156268795	119.2878534942	594.20635085979	0.20274342991786	96.71288280094	477.02104497354
