replicate	chromosome	window_pos_1	window_pos_2	dxy_new	dxy_new_multi	fst_hudson_new	fst_hudson_num_new	fst_hudson_den_new	fst_hudson_new_multi	fst_hudson_num_new_multi	fst_hudson_den_new_multi	fst_hudson_new_multi_fstbi	fst_hudson_num_new_multi_fstbi	fst_hudson_den_new_multi_fstbi
1	1	1	10000	0.07073939438447	0.08355283966301	0.27396946966016	175.93558315271	642.17222222222	0.26854237550561	211.94441759743	789.24012345679	0.27439954566926	176.63149569461	643.70185185185
1	1	10001	20000	0.057696635186733	0.068337162960367	0.23751542646561	125.70533268585	529.2512345679	0.23651580059931	153.70840686652	649.88641975309	0.23748549316918	125.71719709263	529.36790123457
1	1	20001	30000	0.066262006493463	0.079880117913409	0.23131591441911	140.1695908199	605.96604938272	0.22618287576902	172.21955094419	761.41728395062	0.2313554770683	140.4230633629	606.95802469136
1	1	30001	40000	0.067579226744789	0.080591688137696	0.23214573981292	142.0098542365	611.72716049383	0.22848351308486	174.43460975099	763.4450617284	0.23226540609114	142.25381543467	612.46234567901
1	1	40001	50000	0.067196038320814	0.08081033552422	0.27635688465777	169.11778970101	611.95432098765	0.27685329964606	212.42791329598	767.29413580247	0.27591078145258	169.17299249468	613.14382716049
1	1	50001	60000	0.066876489357405	0.079227662976439	0.25015539298566	153.40964775137	613.25740740741	0.24880864911176	187.8209648541	754.88117283951	0.25016765987532	153.64556432032	614.17037037037
1	1	60001	70000	0.065080809919696	0.076874906644326	0.21404754714675	127.53269966481	595.81481481481	0.21248534312486	155.26218765669	730.69598765432	0.21439445224482	128.1546808561	597.75185185185
1	1	70001	80000	0.06336800492531	0.07486525135106	0.26002546445546	150.66838467825	579.43703703704	0.25890261314142	184.15607028786	711.29475308642	0.26011103683894	151.16497412027	581.15555555556
1	1	80001	90000	0.067492490660768	0.080325209741561	0.22146997906249	136.14238097494	614.72160493827	0.21627150704043	165.24297920936	764.05339506173	0.22119537377762	136.20746880021	615.77901234568
1	1	90001	100000	0.068456167288148	0.080725279396052	0.25340707399485	158.17247213635	624.18333333333	0.24657444025605	189.05570094399	766.7287037037	0.2533294148672	158.29710703668	624.86666666667
2	1	1	10000	0.069808353448906	0.083899236273699	0.22760410698126	144.80931966504	636.23333333333	0.2282081555409	182.63836774094	800.31481481481	0.22745067925496	144.93999692049	637.23703703704
2	1	10001	20000	0.064551223065716	0.078655209344312	0.22463156691731	130.73418533126	581.99382716049	0.21962467257846	163.48704720337	744.39290123457	0.22441521639827	131.00210551667	583.7487654321
2	1	20001	30000	0.068520418897916	0.083500126505907	0.23433868789302	146.03827910631	623.19320987654	0.24083489473746	191.34421585	794.5037037037	0.23460700758944	146.50946949508	624.48888888889
2	1	30001	40000	0.06576071647192	0.07964342567922	0.22783092817069	136.57887534694	599.47469135802	0.23182480886777	175.54926496425	757.24969135802	0.22777510700128	136.7249606178	600.26296296296
2	1	40001	50000	0.061931223698939	0.074116065515756	0.21789140393549	123.08133954763	564.87469135802	0.22083913871517	155.31337168903	703.28734567901	0.21787835545445	123.08203835965	564.91172839506
2	1	50001	60000	0.068139806289544	0.081314307199279	0.21437874999472	132.74041068037	619.18641975309	0.20858685467371	160.67245841674	770.29043209877	0.21394375832791	133.09890223343	622.12098765432
2	1	60001	70000	0.071376898799155	0.085113299858375	0.21414203030577	138.77064496007	648.03086419753	0.21225582814511	171.49858194459	807.98055555556	0.21407491643117	138.78820409259	648.31604938272
2	1	70001	80000	0.065925709785359	0.078533124765199	0.23050184513736	138.87622341455	602.4950617284	0.22863862329733	171.11787369664	748.42067901235	0.23037851096659	138.94938587452	603.13518518519
2	1	80001	90000	0.067324347709785	0.082110911065386	0.22162021778155	134.97026949666	609.01604938272	0.22564581473241	176.08995447852	780.38209876543	0.22119333102974	134.97776869717	610.22530864198
2	1	90001	100000	0.063994591907098	0.075535868850752	0.22833362227054	133.16022200113	583.18271604938	0.22785372773059	163.2475613632	716.45771604938	0.22936137902943	134.4019454216	585.98333333333
3	1	1	10000	0.073031385779069	0.087180382574682	0.22117947018953	147.00884628899	664.65864197531	0.21587476735488	179.1480065104	829.8700617284	0.22111525083004	147.2691721249	666.02901234568
3	1	10001	20000	0.060688102021435	0.072541113219481	0.20165225469206	111.364822711	552.26172839506	0.20278653172717	139.54248214476	688.125	0.20148190659588	111.64572619203	554.12283950617
3	1	20001	30000	0.06587001557823	0.08012112374842	0.22293168772487	133.36475381682	598.23148148148	0.22311532098626	170.2712835637	763.1537037037	0.2227891770089	133.69193444591	600.08271604938
3	1	30001	40000	0.068300573965779	0.081886420012558	0.2358511852979	146.91199449636	622.9012345679	0.23606184539367	183.94674864877	779.23117283951	0.23636366545063	147.78390146356	625.23950617284
3	1	40001	50000	0.065634013445682	0.077632897069166	0.24922913109472	149.62578576871	600.35432098765	0.24266083458341	179.22914263267	738.59938271605	0.24867151467726	149.71989995539	602.07901234568
3	1	50001	60000	0.068690516304605	0.081163535025838	0.22817303544657	142.98773130875	626.66358024691	0.23396115573513	180.14972886488	769.99845679012	0.2280820441136	143.14752908756	627.61419753086
3	1	60001	70000	0.066363150055734	0.079746173618413	0.22139298475434	133.59741005263	603.44012345679	0.22086201545062	167.49868498975	758.38611111111	0.22204958510915	134.28051163305	604.73209876543
3	1	70001	80000	0.071317695382816	0.08462058037285	0.27873323439223	180.91524693332	649.06234567901	0.27406601959382	220.52916819655	804.65709876543	0.27864089033692	181.00925037606	649.61481481481
3	1	80001	90000	0.064493529180199	0.078172805514046	0.23328510280136	135.88986841014	582.50555555556	0.23041956707736	170.09245302759	738.18580246914	0.23308846480656	135.90395598669	583.05740740741
3	1	90001	100000	0.06766297507324	0.081972980250296	0.23036340721474	141.42151768547	613.90617283951	0.22886793791771	178.06052718853	778.00555555556	0.23011091771795	141.5971907362	615.34320987654
4	1	1	10000	0.065165818079867	0.078645435682492	0.228230567758	134.91145597682	591.11913580247	0.22522120651028	168.41159011319	747.76080246914	0.22877605247453	135.98151997536	594.38703703704
4	1	10001	20000	0.062068605772879	0.073161762789946	0.25663304668551	145.14373043228	565.56913580247	0.25058855784883	173.72825194345	693.28086419753	0.25653719836494	145.21826524851	566.07098765432
4	1	20001	30000	0.064310342959604	0.077247516696173	0.2342041772827	137.30292178438	586.25308641975	0.23601198140251	173.16126232298	733.69691358025	0.23739498536047	140.096745589	590.14197530864
4	1	30001	40000	0.066918658091355	0.078689440109879	0.2122769650635	129.16869874885	608.49135802469	0.21304616256479	158.52495360994	744.08734567901	0.21262548828567	130.11249254798	611.93271604938
4	1	40001	50000	0.064757653888565	0.076964660445161	0.24835354172934	146.9323940826	591.62592592593	0.24374600276563	178.46224697675	732.16481481481	0.24870112347166	147.69208328892	593.8537037037
4	1	50001	60000	0.066159084626225	0.077522887328507	0.20443884023054	123.82582919771	605.68641975309	0.2044594375863	150.98982389542	738.48302469136	0.20434133486881	123.88029448807	606.24197530864
4	1	60001	70000	0.064841588900729	0.077815513260773	0.25228783944981	150.10783834149	594.98641975309	0.25684536170352	190.77165458551	742.74907407407	0.25201503530091	150.13577937281	595.74135802469
4	1	70001	80000	0.057487128929784	0.069252912802546	0.22708464888704	119.17402373592	524.8	0.22356694949922	146.97691472519	657.41790123457	0.22685059829261	119.16713984531	525.31111111111
4	1	80001	90000	0.061703058017744	0.074159430625434	0.21706356110752	121.38515912779	559.21481481481	0.21405127570964	150.04029875201	700.9549382716	0.21676688272557	121.61411580539	561.03641975309
4	1	90001	100000	0.061627932081898	0.073229282816156	0.21818169052495	123.01824452104	563.83395061728	0.21564050399562	150.53750439225	698.09475308642	0.21796365175508	123.18215778939	565.15
5	1	1	10000	0.067036982936778	0.078729033676182	0.24758997360826	151.50366718387	611.91358024691	0.25021999994616	186.98840199063	747.29598765432	0.24788443876884	152.23088334577	614.12037037037
5	1	10001	20000	0.06318774480434	0.076066903308434	0.19321467229325	110.94136019614	574.18703703704	0.19117332503893	138.07593707928	722.25524691358	0.19298180107517	110.9714448432	575.03580246914
5	1	20001	30000	0.068139260233277	0.079350128140082	0.25418287513045	158.0607966457	621.83888888889	0.25347318231107	190.87359892138	753.03271604938	0.25417606264608	158.0607966457	621.85555555556
5	1	30001	40000	0.061835345848131	0.074971140728303	0.226610123867	127.86420286079	564.2475308642	0.22525079117545	160.91916521574	714.4	0.22645810884241	127.88578667677	564.72160493827
5	1	40001	50000	0.062396772578376	0.077284971404942	0.20848021799479	117.71385088852	564.62839506173	0.20947586605272	153.70155900224	733.74351851852	0.20839192397987	117.82839565394	565.41728395062
5	1	50001	60000	0.062810304990131	0.075385379225921	0.18960351989902	108.30094537027	571.19691358025	0.18823542917663	134.52308853198	714.65339506173	0.18971330497549	108.50008389692	571.91604938272
5	1	60001	70000	0.067735843715754	0.079595188197593	0.26958993447279	167.25159838444	620.39259259259	0.26603436956388	201.33242971412	756.79104938272	0.26926790540095	167.519708473	622.13024691358
5	1	70001	80000	0.060963379261314	0.072821827783292	0.22914104714026	127.59478753351	556.83950617284	0.22843348528586	158.28149145041	692.89969135802	0.22891095418596	127.68271506236	557.78333333333
5	1	80001	90000	0.067788877910735	0.08011782736875	0.242817281049	149.93697307797	617.48888888889	0.23971724335333	182.16535047199	759.91759259259	0.24262835721696	149.9456726954	618.00555555556
5	1	90001	100000	0.064974199115901	0.07803317317177	0.22051137390396	130.56696237865	592.10987654321	0.21800993789494	161.81821283761	742.25154320988	0.22043139577674	130.85692100266	593.64012345679
6	1	1	10000	0.066688474004291	0.080405394864114	0.2011423479258	121.50289098927	604.06419753086	0.19743711358992	150.74908621445	763.52962962963	0.20093564622184	121.83373209047	606.33209876543
6	1	10001	20000	0.071590457932235	0.085165515710263	0.24290910929421	157.90096728217	650.04135802469	0.23621585489328	191.29678546471	809.83888888889	0.24292508749023	158.38310829217	651.98333333333
6	1	20001	30000	0.06439452625971	0.07681550849465	0.21120839819016	123.5484385302	584.95987654321	0.20966975580621	152.78046218322	728.67191358025	0.21117142527795	123.7601422497	586.06481481481
6	1	30001	40000	0.068674761078801	0.081862189670747	0.23263373634051	144.98280132814	623.22345679012	0.22953067677593	178.72937468169	778.67314814815	0.23200367308165	144.96606300363	624.84382716049
6	1	40001	50000	0.066086004703891	0.079106922166283	0.25615737940107	154.08245863388	601.51481481481	0.25399248354676	190.6784288179	750.72469135802	0.25584056653566	154.38588439201	603.44567901235
