replicate	chromosome	window_pos_1	window_pos_2	dxy_new	dxy_new_multi	fst_hudson_new	fst_hudson_num_new	fst_hudson_den_new	fst_hudson_new_multi	fst_hudson_num_new_multi	fst_hudson_den_new_multi	fst_hudson_new_multi_fstbi	fst_hudson_num_new_multi_fstbi	fst_hudson_den_new_multi_fstbi
1	1	1	10000	0.071067509219611	0.083221954104489	0.27642727827798	141.37003563538	511.4185420341	0.26936431604473	167.22282982236	620.80542915932	0.27695389447854	141.95630428055	512.562946796
1	1	10001	20000	0.058372467917418	0.068363231548054	0.23808517283298	100.81269411603	423.43121546149	0.23604405488166	120.73993180194	511.51439447384	0.23804457891696	100.8285671319	423.57010435038
1	1	20001	30000	0.067287335046213	0.080234435014938	0.2272274714744	110.45911377416	486.11689888301	0.2216039453759	133.35074084198	601.75255731922	0.22703803690325	110.4509143798	486.48638741917
1	1	30001	40000	0.068432622984248	0.081243200402028	0.23901845446278	117.72631185758	492.54067901235	0.23211973937642	141.75160380804	610.68310773075	0.23932850276532	118.13164778974	493.5962345679
1	1	40001	50000	0.067600718143969	0.080315613467652	0.27661551864288	136.05608094785	491.85989858907	0.27511227526306	166.77184096928	606.1955643739	0.27692998219804	136.52568755305	492.9971340388
1	1	50001	60000	0.067872213168277	0.079831120056428	0.254598458526	126.67901933554	497.56396825397	0.25465103825171	154.35468390169	606.14197751323	0.25510039284902	127.36559132305	499.27634332745
1	1	60001	70000	0.065731239777342	0.076834064887488	0.21006355823924	100.10070380706	476.52579365079	0.20962132889714	120.87133062046	576.61751910641	0.21023303562314	100.73418330236	479.15487213404
1	1	70001	80000	0.063657314472816	0.075148955950656	0.25828854853329	118.52711810866	458.89420487948	0.25753517361339	144.72411472138	561.95863536155	0.25827953955679	119.02565916682	460.84044973545
1	1	80001	90000	0.068681753353835	0.080277458850317	0.22264675991261	110.30144998037	495.41008377425	0.21654098597228	130.31521032625	601.8039021164	0.22253764316895	110.3211595529	495.74156525573
1	1	90001	100000	0.069359338456869	0.081181936201881	0.25195778624761	124.81592537827	495.38427542622	0.24681749043958	148.74730030932	602.66110008818	0.25177503133456	124.94444573642	496.25431510876
2	1	1	10000	0.070315079457485	0.084048919325712	0.23279606703853	116.93460142426	502.30488389183	0.2313696128056	145.05454608601	626.93862139918	0.23276259134373	116.98405910153	502.58960611405
2	1	10001	20000	0.064961031022363	0.079361153914914	0.22629524609346	104.44733280153	461.55336713698	0.22198829389846	131.20128212981	591.0279313639	0.2259722913031	104.49046794027	462.40389623751
