replicate	chromosome	window_pos_1	window_pos_2	pi_new	thetaw_new	tajimaD_new	pi_new_multi	thetaw_new_multi	tajimaD_new_multi	pi_old	pi_vcftools
1	1	1	10000	0.03139890364748	0.031016251953572	0.052769110677072	0.033474995502788	0.033407908768467	0.0085906630666533	0.0313989036474805	0.0239564
1	1	10001	20000	0.033989310498091	0.032487927907288	0.19769214682291	0.036469477309337	0.035283593598951	0.14380256254431	0.03398931049809148	0.0264457
1	1	20001	30000	0.034969705643815	0.03461768421384	0.04350574765222	0.037426955206112	0.037623817404325	-0.022389711482812	0.03496970564381471	0.0271511
1	1	30001	40000	0.032178639280209	0.031824109089142	0.047653516228372	0.033743401385439	0.033947264857678	-0.025691828431518	0.032178639280209344	0.0243471
1	1	40001	50000	0.03288275525631	0.032616360970014	0.034939293428259	0.034389858426082	0.034541525582229	-0.018785764454294	0.03288275525631044	0.024922
1	1	50001	60000	0.034492716087422	0.034794238629158	-0.037076074758774	0.037109272436673	0.038032163681797	-0.10383858981582	0.03449271608742183	0.0269886
1	1	60001	70000	0.034812849748934	0.034678208354855	0.016611254493974	0.037100289731799	0.037475056264565	-0.042792487475562	0.03481284974893437	0.0270241
1	1	70001	80000	0.033202674143151	0.034327324809548	-0.14016643544373	0.035260657163889	0.036846341266227	-0.18414170358829	0.033202674143151374	0.0254916
1	1	80001	90000	0.03140077141206	0.030355522165332	0.14727696341628	0.03281516006524	0.032138452204387	0.090071386907195	0.031400771412060366	0.0236463
1	1	90001	100000	0.033114219899994	0.034388427422952	-0.1585233881323	0.035315886744036	0.036943006699	-0.18845913237685	0.033114219899994385	0.0254647
2	1	1	10000	0.034500185903815	0.033573066522442	0.1181400779235	0.036158382526652	0.035676092560437	0.057841446942559	NA	0.0262837
2	1	2	10001	NA	NA	NA	NA	NA	NA	0.03450018590381537	NA
2	1	10001	20000	0.034854887559798	0.034098195355809	0.094939034022843	0.036736327681591	0.036408375325365	0.038541268717766	NA	0.0264362
2	1	10002	20001	NA	NA	NA	NA	NA	NA	0.03485088814642323	NA
2	1	20001	30000	0.033009739113334	0.031943129212334	0.14283412988368	0.034617442601733	0.033936197035467	0.085882091386458	NA	0.0250366
2	1	20002	30001	NA	NA	NA	NA	NA	NA	0.0330432606140245	NA
2	1	30001	40000	0.030746570928841	0.031933350998346	-0.15897633959307	0.033186309585786	0.034785774216366	-0.19672554340018	NA	0.0241296
2	1	30002	40001	NA	NA	NA	NA	NA	NA	0.030713163654072867	NA
2	1	40001	50000	0.031698297536958	0.033125983552641	-0.18437244018213	0.033420713111519	0.035217531519124	-0.21829041608088	NA	0.0240546
2	1	40002	50001	NA	NA	NA	NA	NA	NA	0.031698297536957624	NA
2	1	50001	60000	0.032484042525274	0.032152003637607	0.044175833144303	0.033881270964237	0.033969552341433	-0.011118244479244	NA	0.0243358
2	1	50002	60001	NA	NA	NA	NA	NA	NA	0.032484042525273656	NA
2	1	60001	70000	0.032462295616663	0.033124700179342	-0.085547807603488	0.034258480640573	0.035426584977441	-0.14107564122498	NA	0.0248164
2	1	60002	70001	NA	NA	NA	NA	NA	NA	0.032465994602034066	NA
2	1	70001	80000	0.030611362952234	0.031784694281994	-0.1579070759859	0.032653040035183	0.034242986749813	-0.19864675830212	NA	0.0236334
2	1	70002	80001	NA	NA	NA	NA	NA	NA	0.030607873682547984	NA
2	1	80001	90000	0.036127607735648	0.036258926321802	-0.015496185030711	0.038947928997594	0.039723732880481	-0.083578065310091	NA	0.0282694
2	1	80002	90001	NA	NA	NA	NA	NA	NA	0.03612760773564794	NA
