replicate	chromosome	window_pos_1	window_pos_2	dxy_new	dxy_new_multi	fst_hudson_new	fst_hudson_num_new	fst_hudson_den_new	fst_hudson_new_multi	fst_hudson_num_new_multi	fst_hudson_den_new_multi	fst_hudson_new_multi_fstbi	fst_hudson_num_new_multi_fstbi	fst_hudson_den_new_multi_fstbi
1	1	1	10000	0.064095769334309	0.077558189926688	0.23902479976158	109.10884072861	456.47498015873	0.23847658894991	138.10315124404	579.1056969246	0.23889125206335	109.10573602082	456.71716765873
1	1	10001	20000	0.062382368619169	0.074264927641906	0.17974218837306	80.335275078604	446.94724041005	0.1756978833575	97.565915514511	555.30501364087	0.17971394570918	80.545912800811	448.18955191799
1	1	20001	30000	0.06945124422316	0.081958672968461	0.24505285692422	122.3307439505	499.20145998677	0.2413523909367	148.30214934945	614.46314566799	0.24470060233386	122.71078464289	501.47316137566
1	1	30001	40000	0.065293500079895	0.077183222267664	0.21599359252554	102.20447719971	473.18291253307	0.22006511847284	127.72977452724	580.41808449074	0.21598316517371	102.9998754159	476.88844328704
1	1	40001	50000	0.064588512814004	0.076113185369046	0.23183509200743	108.86230372286	469.56784143519	0.23252033019851	133.60464245747	574.59338004299	0.23175358104483	109.04747672425	470.53200314153
1	1	50001	60000	0.063806377138004	0.075844619972433	0.21010893639235	97.642237981638	464.72196593915	0.20691892321865	119.05677653929	575.37887152778	0.20979913945702	97.915889546086	466.71254133598
1	1	60001	70000	0.066680476472865	0.079341279047357	0.22939049926875	110.07381524219	479.85341848545	0.2284188136973	136.04110176594	595.57748139881	0.22934163394646	110.08859065591	480.02008515212
1	1	70001	80000	0.062896016984238	0.075544374449531	0.22927679995293	103.25542004535	450.35267443783	0.23036597476646	130.02102074655	564.41069857804	0.22951654489863	103.64230194854	451.56789021164
1	1	80001	90000	0.068740729991891	0.081665936517087	0.20579205703413	101.55422330331	493.47980076058	0.20402020994697	124.97990053159	612.58588334987	0.20570820434973	101.58457627057	493.82851107804
1	1	90001	100000	0.069228895605744	0.082987739982542	0.22486666866694	110.11223719306	489.67789599868	0.22420941893369	137.92971327283	615.18251074735	0.22561343198381	110.72635404548	490.77908647487
2	1	1	10000	0.066960824363436	0.078846332808718	0.25778121910067	123.78444203814	480.19185598545	0.25671886242905	151.18570124558	588.91543774802	0.25726605965116	124.59633244265	484.30925016534
2	1	10001	20000	0.065715749866001	0.07681161863999	0.24701679825615	116.25054690564	470.61798115079	0.24264357753336	138.83851066988	572.19116236772	0.24701679825615	116.25054690564	470.61798115079
2	1	20001	30000	0.064862259800836	0.078672695465131	0.22075077465925	102.02388748453	462.16774388228	0.22147607777401	130.18187985342	587.79205935847	0.22063391820175	102.12892595398	462.8886020172
2	1	30001	40000	0.063643000049862	0.075212992785055	0.26784803650843	123.6653080306	461.69951306217	0.27055695713689	153.27952125097	566.5332833168	0.26748885743285	123.84711344012	462.99914930556
2	1	40001	50000	0.063786348068958	0.076301447379852	0.24905894157838	114.57270521583	460.02245287698	0.2506616729949	143.39500754748	572.06594783399	0.24886790491094	114.60648046836	460.5112921627
2	1	50001	60000	0.067446357819273	0.080370084351297	0.2502904132568	121.36720733828	484.90553736772	0.25434578012484	152.70092175025	600.36742766204	0.25046888190916	121.62731177805	485.59849371693
2	1	60001	70000	0.064965753295527	0.077170794903059	0.23670480270579	110.73798865966	467.8316087963	0.23854026399293	137.98866269886	578.47115782077	0.23658076339181	110.75198954099	468.13607308201
2	1	70001	80000	0.060039006917744	0.073954800986051	0.22352081129264	96.247917946322	430.59935846561	0.22676836516079	126.14019323647	556.25127934855	0.22324821165268	96.39738809423	431.79467096561
2	1	80001	90000	0.066826874921748	0.080409942530665	0.24703768454596	119.35676194291	483.15204282407	0.24644763592038	149.63827962683	607.18082795966	0.24659481918917	119.83971253191	485.97822503307
2	1	90001	100000	0.069586343541083	0.083101357740746	0.23370797380462	117.27984124092	501.82216435185	0.23024161207517	144.37570032942	627.06171585648	0.23332969593173	117.47945139347	503.4912119709
3	1	1	10000	0.066276561778639	0.080264585955183	0.25291138312733	120.87153723077	477.92051008598	0.24451309102229	148.43006273969	607.04341889881	0.25274446952085	120.89937965098	478.34629133598
3	1	10001	20000	0.060673473443633	0.071321647970726	0.25008580904728	110.46126314907	441.69344742063	0.24683155991861	132.8857703778	538.3662057705	0.24998497079256	110.47835179204	441.93997519841
3	1	20001	30000	0.068891187332225	0.082579185007377	0.23969933238859	118.26319963599	493.38143105159	0.2382272866632	147.30547372926	618.34005580357	0.23924093562567	118.26564022349	494.33697420635
3	1	30001	40000	0.067446693225704	0.07874573386002	0.23273945448746	114.28452296066	491.04060681217	0.23078203348254	137.27716763903	594.83472594246	0.23242771283203	114.51415536366	492.68718419312
3	1	40001	50000	0.070437250030072	0.083069774084308	0.28311278978248	144.07325261289	508.88994708995	0.28235873320529	175.82595394259	622.70414641204	0.28263072409422	144.12917568288	509.95579530423
3	1	50001	60000	0.064418821471029	0.075747711725917	0.21785836169161	102.02094100577	468.29022404101	0.21847425106835	125.10748535468	572.64178612765	0.21741668344693	102.09739077128	469.59317542989
3	1	60001	70000	0.066935199873096	0.082788521069477	0.24103210803204	115.09069704831	477.49114417989	0.24009972491033	149.05517870002	620.80528728505	0.24076141918591	115.148883541	478.26966600529
3	1	70001	80000	0.066279282832594	0.081024833096142	0.2432446783843	114.797798847	471.94372189153	0.24544418581948	148.11429328182	603.45407159392	0.2430750650464	114.92073545655	472.77879133598
3	1	80001	90000	0.066330214863991	0.079843397952572	0.20852165351161	97.647476492606	468.28458746693	0.20180484383876	118.83458245506	588.85892030423	0.20812214058523	97.874402566903	470.27386078042
3	1	90001	100000	0.066687424650734	0.079918894942265	0.23084294402396	110.00661544843	476.54311425265	0.23209499486375	138.74959084431	597.81380001653	0.23115577116334	110.39587636112	477.58217675265
4	1	1	10000	0.062040849067546	0.075227829071855	0.22010384841503	98.031490958279	445.38744626323	0.21775680109698	122.84675422031	564.14657820767	0.22008950376591	98.22754671098	446.30727513228
4	1	10001	20000	0.066360840171272	0.079683272305287	0.25475877258862	121.15764716271	475.57791997354	0.25402134771109	151.2555355835	595.44418981481	0.25466267077961	121.57275090372	477.38740244709
4	1	20001	30000	0.060568647152499	0.072127197693499	0.20860595510077	90.474902342541	433.71198247354	0.20970557756601	112.78561098162	537.82837962963	0.2086329933728	90.947282742364	435.91994378307
