replicate	chromosome	window_pos_1	window_pos_2	pi_new	thetaw_new	tajimaD_new	pi_new_multi	thetaw_new_multi	tajimaD_new_multi	pi_old	pi_vcftools
1	1	1	10000	0.031386324686453	0.031070909005426	0.047948464336871	0.033355639932692	0.033490162095704	-0.018976381018327	0.03138632468645322	0.00754021
1	1	10001	20000	0.035325485896733	0.033261053984902	0.29322643048739	0.037343563659353	0.035641828275507	0.22560510226658	0.03532548589673312	0.00857563
1	1	20001	30000	0.034898520310511	0.034770154905803	0.017442841586675	0.03746429037544	0.037714698298525	-0.031376321827186	0.034898520310511334	0.0085408
1	1	30001	40000	0.032863377936025	0.032423618385105	0.064072116399311	0.03400556693451	0.033859995374447	0.020312135461432	0.03286337793602481	0.00782151
1	1	40001	50000	0.032723214932684	0.032570211028868	0.022191757318362	0.034581161784592	0.034865069162582	-0.038474675943458	0.03272321493268408	0.00789447
1	1	50001	60000	0.034593132969296	0.035290895651135	-0.093423101386619	0.036651443794301	0.037740520401103	-0.13637395465403	0.03459313296929567	0.00849998
1	1	60001	70000	0.034977459559798	0.035511196907168	-0.071017996736188	0.036466439922369	0.037429027323503	-0.12153317748748	0.03497745955979846	0.00837132
1	1	70001	80000	0.03364097100239	0.034508971196197	-0.11884162262317	0.035279403887358	0.03658420040377	-0.16853655737366	0.03364097100239007	0.00812533
1	1	80001	90000	0.033636604327629	0.032772004677502	0.12463292169731	0.034543148305634	0.033917230507566	0.087188223472946	0.03363660432762895	0.00789508
1	1	90001	100000	0.033379529973756	0.034424306913271	-0.14338733508825	0.035281734958633	0.036698149254139	-0.18237719352587	0.03337952997375638	0.00792996
2	1	1	10000	0.035143839808797	0.034292397052135	0.11730553981207	0.036807945289019	0.036493547514824	0.040709307393583	NA	0.00837074
2	1	2	10001	NA	NA	NA	NA	NA	NA	0.035143839808796526	NA
2	1	10001	20000	0.034010031280861	0.033438209199817	0.08078847397952	0.035834035913985	0.035846064981123	-0.0015856276867642	NA	0.00813182
2	1	10002	20001	NA	NA	NA	NA	NA	NA	0.03401003128086127	NA
2	1	20001	30000	0.032305497109966	0.031396126164046	0.1368140346404	0.033764305479228	0.033451072345919	0.044238430004211	NA	0.00768092
2	1	20002	30001	NA	NA	NA	NA	NA	NA	0.03232694000328855	NA
2	1	30001	40000	0.029884856264831	0.030977888057281	-0.16665728589904	0.032108337810302	0.033849087549982	-0.24296296502972	NA	0.00727368
2	1	30002	40001	NA	NA	NA	NA	NA	NA	0.029858112576341075	NA
2	1	40001	50000	0.031825419803127	0.033430302784976	-0.22680016738014	0.033765890466921	0.035818713207919	-0.27080697531134	NA	0.00772762
2	1	40002	50001	NA	NA	NA	NA	NA	NA	0.03182541980312681	NA
2	1	50001	60000	0.031612210595859	0.031956691989761	-0.050919639428388	0.032928388746803	0.033611483498473	-0.096014167985692	NA	0.00745755
2	1	50002	60001	NA	NA	NA	NA	NA	NA	0.031612210595859204	NA
2	1	60001	70000	0.034845568291189	0.034686228384473	0.021704013894809	0.036123266892498	0.036487279979772	-0.047141604829322	NA	0.00820621
2	1	60002	70001	NA	NA	NA	NA	NA	NA	0.03485115878826772	NA
2	1	70001	80000	0.030803689064559	0.031988315908823	-0.17493985409747	0.032820329277022	0.034313329784691	-0.20557857619148	NA	0.00755298
2	1	70002	80001	NA	NA	NA	NA	NA	NA	0.03080368906455863	NA
2	1	80001	90000	0.03814574879571	0.037963030636775	0.022746242670808	0.040810692188982	0.041308606247444	-0.056975152218557	NA	0.00958295
2	1	80002	90001	NA	NA	NA	NA	NA	NA	0.038139775455779214	NA
2	1	90001	100000	0.037171781081936	0.037503277789789	-0.04177123809445	0.039363412179405	0.040343428339573	-0.11481574085883	NA	0.00913204
2	1	90002	100000	NA	NA	NA	NA	NA	NA	0.03717766176237937	NA
3	1	1	10000	0.037777075764755	0.036142353540848	0.21372697849226	0.03903263219691	0.037865351229331	0.14568482084717	0.03777707576475543	0.00902607
3	1	10001	20000	0.033847441243093	0.033739313712749	0.015140986356807	0.035829440651575	0.035914868598122	-0.011239579799881	0.033847441243092725	0.00822982
3	1	20001	30000	0.033046624144594	0.03312980458291	-0.011861195584677	0.034786740374133	0.035528155453924	-0.098604080997581	0.033046624144594416	0.00792788
3	1	30001	40000	0.035139025936572	0.036619617994129	-0.19106044795399	0.037173900660743	0.039058251163621	-0.22801558625515	0.03513902593657195	0.00865608
3	1	40001	50000	0.03378616497941	0.034184841702217	-0.055099997193504	0.035471436614838	0.036127153114169	-0.085764637061145	0.03378616497941016	0.00811262
3	1	50001	60000	0.028932553472431	0.029847853642441	-0.14483473070687	0.030310159309532	0.031680514248198	-0.20433253697292	0.02893255347243077	0.00698295
3	1	60001	70000	0.03337546122781	0.031325415766084	0.30912084517623	0.035435539733534	0.033683221565367	0.24578101226306	0.033375461227810224	0.00805652
3	1	70001	80000	0.030087376241222	0.02875557769088	0.2187111752989	0.031028445966205	0.03001709371545	0.15912751780027	0.030087376241222395	0.00700798
3	1	80001	90000	0.031700945327643	0.032772658672096	-0.1544735474815	0.033878106911815	0.035319365950561	-0.19279910483516	0.03170094532764253	0.00753826
3	1	90001	100000	0.032283194890645	0.032787110819497	-0.072606224236282	0.033447366648383	0.03428116997015	-0.11491558001115	0.03228319489064475	0.00763529
4	1	1	10000	0.037676831789812	0.037464662703373	0.026762304031512	0.039793671310259	0.040176139744158	-0.044994692157263	0.03767683178981179	0.00919465
4	1	10001	20000	0.036086673183447	0.034925663760906	0.1570674742227	0.037848957363842	0.037135165392953	0.090833935485784	0.036086673183447375	0.00874218
4	1	20001	30000	0.034259122832867	0.032952919927666	0.18724961370485	0.036072007006934	0.035129744042628	0.12672907706298	0.03425912283286676	0.0080966
4	1	30001	40000	0.035629339084203	0.036588227686276	-0.12384058441144	0.037460582987233	0.038713459232201	-0.1529472066134	0.03562933908420296	0.00860586
4	1	40001	50000	0.03412601566964	0.034288630770983	-0.022406550478195	0.036346774582069	0.037325556001505	-0.12391876739039	0.03412601566963983	0.00831039
4	1	50001	60000	0.032110949661195	0.032961956813683	-0.12196963320264	0.034369526100507	0.035779105982536	-0.18615924023805	0.03211094966119495	0.00792065
4	1	60001	70000	0.036827850925263	0.036728194983172	0.012821355658082	0.039345962422886	0.039664691879317	-0.037977709410625	0.03682785092526292	0.00896832
4	1	70001	80000	0.034099334623643	0.033461166196893	0.090102748141989	0.035987546831302	0.035645830017783	0.045297367047977	0.034099334623643486	0.00825174
4	1	80001	90000	0.032939135688774	0.033012759545664	-0.01053542366239	0.034230030861947	0.034574445741012	-0.047064770957672	0.03293913568877389	0.00773473
4	1	90001	100000	0.02673138048197	0.027963798024892	-0.20811423818303	0.028336658117222	0.029947862494073	-0.25410638878483	0.0267313804819702	0.00651734
5	1	1	10000	0.03325801031346	0.03339884675157	-0.019921503808761	0.03456770502225	0.034892775034453	-0.044017991277653	0.033258010313459645	0.00788943
5	1	10001	20000	0.033429341978936	0.034110350595131	-0.09432547839979	0.035036226135703	0.036092762678077	-0.13832168757557	0.033429341978935996	0.00802127
5	1	20001	30000	0.035841137355572	0.035104211075557	0.099189992355767	0.037764472769188	0.037319531823931	0.056342344090286	0.03584113735557181	0.00874232
5	1	30001	40000	0.035336611688933	0.034556420460444	0.10667104259772	0.037261218573788	0.037149901385519	0.01415982874303	0.03533661168893337	0.00852353
5	1	40001	50000	0.035928187026214	0.03662345597936	-0.089708001218517	0.038321597089219	0.039445071463925	-0.13461232388133	0.03592818702621376	0.00882046
5	1	50001	60000	0.039032456545147	0.03782047577637	0.15144033250247	0.041294274606567	0.040654309191809	0.074403881088358	0.0390324565451469	0.0095598
