replicate	chromosome	window_pos_1	window_pos_2	dxy_new	dxy_new_multi	fst_hudson_new	fst_hudson_num_new	fst_hudson_den_new	fst_hudson_new_multi	fst_hudson_num_new_multi	fst_hudson_den_new_multi	fst_hudson_new_multi_fstbi	fst_hudson_num_new_multi_fstbi	fst_hudson_den_new_multi_fstbi
1	1	1	10000	0.063295748179469	0.07695427370786	0.23651201675585	134.53723282027	568.83888888889	0.2378329020413	172.88313133902	726.91006944444	0.23624754218189	134.54945567392	569.52743055556
1	1	10001	20000	0.060615439639045	0.073525364382521	0.1798576873502	99.067862413581	550.8125	0.17523326732095	122.52769429959	699.22621527778	0.17976162996762	99.188223044314	551.77638888889
1	1	20001	30000	0.068424545998925	0.081307663950669	0.24487450825819	152.34034277748	622.11597222222	0.24134508080462	187.04838745023	775.02465277778	0.24454223508544	152.67026467879	624.31041666667
1	1	30001	40000	0.064993141855151	0.0773725874415	0.21621119659984	127.7770635239	590.98263888889	0.21940133976894	160.81032625518	732.95052083333	0.21662197522902	128.87495685258	594.93020833333
1	1	40001	50000	0.06340780522243	0.076196591042069	0.22850045205003	131.68790479339	576.31354166667	0.22752556711022	164.61170622982	723.48663194444	0.22830997749459	131.7095685134	576.88923611111
1	1	50001	60000	0.062842203241349	0.075773487790372	0.21141798516438	121.32749623621	573.875	0.21171735688951	152.85353604574	721.96979166667	0.21110686356364	121.74503501317	576.69861111111
1	1	60001	70000	0.06526118526249	0.077938384037641	0.22436623119202	133.28982346081	594.07256944444	0.22420333777722	166.09080573013	740.80434027778	0.22452677658792	133.53114148145	594.72256944444
1	1	70001	80000	0.062321369682313	0.074565433170777	0.22606037885992	128.1621060399	566.9375	0.22625538948208	160.28976650869	708.44618055556	0.22639557746954	128.52571264436	567.70416666667
1	1	80001	90000	0.067432126870248	0.081143427746239	0.20675408319137	126.31332017244	610.93506944444	0.20633201566636	159.25453639117	771.83628472222	0.20670129352196	126.34422784067	611.240625
1	1	90001	100000	0.068460539333161	0.081809639017571	0.22313940176777	138.11252011896	618.95173611111	0.22184957239531	172.38331875483	777.02795138889	0.22358761850551	138.70995442592	620.38298611111
